order_id,product_id,add_to_cart_order,reordered
3186735,36735,13,1
3186735,22963,14,1
3186735,33754,15,1
3186735,16589,16,1
3186735,36287,17,0
3186735,42356,18,0
3186735,12258,19,0
3268552,42342,1,0
3268552,30908,2,0
3268552,79,3,0
3268552,5869,4,0
3268552,44303,5,0
3268552,16521,6,0
3268552,39877,7,0
3268552,19057,8,0
3268552,45948,9,0
839880,24852,1,1
839880,16589,2,1
839880,1559,3,1
839880,19156,4,1
839880,18523,5,1
839880,22825,6,0
839880,27413,7,0
839880,33754,8,1
839880,21709,9,1
839880,47209,10,1
839880,7781,11,1
839880,2573,12,1
839880,39928,13,0
839880,20785,14,0
839880,24768,15,0
839880,7963,16,0
1374495,9387,1,0
1374495,17668,2,0
1374495,15143,3,0
1374495,16797,4,0
1374495,39190,5,0
1374495,47766,6,0
1374495,21903,7,0
1374495,39922,8,0
1374495,24810,9,0
1374495,32402,10,0
444309,38596,1,0
444309,21903,2,1
444309,248,3,0
444309,40604,4,0
444309,8021,5,0
444309,17668,6,1
444309,21137,7,0
444309,23650,8,0
444309,32402,9,1
3002854,39190,1,1
3002854,47766,2,1
3002854,21903,3,1
3002854,49683,4,0
3002854,28373,5,0
3002854,7503,6,0
2037211,1819,1,0
2037211,12845,2,0
2037211,9387,3,1
2037211,16965,4,0
2037211,24010,5,0
2710558,39190,1,1
2710558,9387,2,1
2710558,17668,3,1
2710558,47766,4,1
2710558,16965,5,1
2710558,28373,6,1
2710558,21903,7,1
2710558,22035,8,0
2710558,42265,9,0
2710558,18370,10,0
2710558,44683,11,0
1972919,22035,1,1
1972919,39190,2,1
1972919,9387,3,1
1972919,47766,4,1
1972919,1819,5,1
1972919,24810,6,1
1972919,14992,7,0
1972919,44683,8,1
1839752,39190,1,1
1839752,1819,2,1
1839752,21903,3,1
1839752,43961,4,0
1839752,16797,5,1
1839752,24010,6,1
1839752,14992,7,1
1839752,18599,8,0
1839752,9387,9,1
3225766,39190,1,1
3225766,22035,2,1
3225766,43961,3,1
3225766,18599,4,1
3225766,21903,5,1
3225766,47766,6,1
3225766,42557,7,0
3225766,48523,8,0
3160850,39190,1,1
3160850,47766,2,1
3160850,16797,3,1
3160850,43961,4,1
3160850,48523,5,1
676467,18599,1,1
676467,17668,2,1
676467,47766,3,1
676467,39190,4,1
676467,1005,5,0
676467,32402,6,1
521107,39190,1,1
521107,47766,2,1
521107,21903,3,1
521107,43961,4,1
521107,17668,5,1
1402502,39190,1,1
1402502,18599,2,1
1402502,23650,3,1
1402502,21903,4,1
1402502,47766,5,1
1402502,24810,6,1
3343014,36606,1,0
3343014,7350,2,0
3343014,35469,3,0
3343014,2707,4,0
2030307,42329,1,0
2030307,7160,2,0
691089,1200,1,0
691089,17769,2,0
691089,43704,3,0
691089,37646,4,0
691089,11865,5,0
691089,35469,6,1
691089,19057,7,0
94891,22199,1,0
94891,25146,2,0
2557754,26576,1,0
2557754,25623,2,0
2557754,21573,3,0
2717275,15349,1,0
2717275,21413,2,0
2717275,48775,3,0
2717275,28289,4,0
2717275,8518,5,0
2717275,11777,6,0
2717275,31717,7,0
2717275,26604,8,0
2717275,43693,9,0
2717275,22475,10,0
2717275,24535,11,0
1909121,43693,1,1
1909121,6808,2,0
1909121,24535,3,1
1909121,11777,4,1
1909121,21616,5,0
1909121,18761,6,0
1909121,26604,7,1
1909121,13870,8,0
1909121,13988,9,0
2267326,26604,1,1
2267326,11777,2,1
2267326,20754,3,0
2267326,24231,4,0
2267326,40706,5,0
157374,27344,1,0
157374,24535,2,1
157374,43693,3,1
157374,40706,4,1
157374,16168,5,0
157374,21413,6,1
157374,13988,7,1
157374,3376,8,0
157374,8518,9,1
157374,26604,10,1
157374,11777,11,1
157374,5999,12,0
2086598,27521,1,0
2086598,38293,2,0
2086598,21903,3,0
2086598,48679,4,0
298250,38293,1,1
298250,20323,2,0
298250,40992,3,0
298250,21903,4,1
298250,45007,5,0
298250,11068,6,0
298250,10644,7,0
998866,49401,1,0
998866,25659,2,0
998866,8424,3,0
2565571,45628,1,0
2565571,39275,2,0
2565571,6361,3,0
2565571,45066,4,0
2565571,13249,5,0
2565571,31683,6,0
2565571,519,7,0
2565571,37999,8,0
2565571,49508,9,0
2565571,29871,10,0
2565571,22963,11,0
2565571,14332,12,0
2402008,4920,1,0
2402008,37602,2,0
2402008,29871,3,1
2402008,22963,4,1
2402008,19019,5,0
2402008,6361,6,1
2402008,31683,7,1
2402008,17638,8,0
2402008,40852,9,0
2402008,27690,10,0
2402008,9598,11,0
2402008,15581,12,0
2402008,45537,13,0
2402008,13198,14,0
2402008,8518,15,0
2402008,274,16,0
2402008,43967,17,0
2402008,42803,18,0
2402008,30391,19,0
2402008,19678,20,0
2402008,31343,21,0
121053,10895,1,0
121053,14267,2,0
121053,39121,3,0
121053,42828,4,0
121053,45066,5,1
121053,37999,6,1
121053,45628,7,1
121053,37602,8,1
121053,29871,9,1
121053,22963,10,1
121053,19019,11,1
121053,6361,12,1
121053,31683,13,1
121053,519,14,1
121053,49508,15,1
121053,17638,16,1
121053,40852,17,1
121053,27690,18,1
121053,9598,19,1
121053,15581,20,1
121053,45537,21,1
121053,13198,22,1
121053,43967,23,1
121053,30391,24,1
1695742,47272,1,0
1695742,29993,2,0
1695742,21137,3,0
1695742,13802,4,0
1695742,37999,5,1
1695742,14332,6,1
1695742,37602,7,1
1695742,6361,8,1
1695742,31683,9,1
1695742,17638,10,1
1695742,40852,11,1
1695742,27690,12,1
1695742,13198,13,1
1695742,43967,14,1
1695742,42803,15,1
1695742,19678,16,1
3321109,47272,1,1
3321109,49235,2,0
3321109,21137,3,1
3321109,37999,4,1
3321109,37602,5,1
3321109,19019,6,1
3321109,6361,7,1
3321109,17638,8,1
3321109,40852,9,1
3321109,42803,10,1
1682003,26346,1,0
1682003,21137,2,1
1682003,42803,3,1
1014379,8518,1,1
776265,10895,1,1
776265,39275,2,1
776265,37602,3,1
776265,31683,4,1
776265,17638,5,1
776265,13198,6,1
776265,43967,7,1
776265,42803,8,1
2507052,29993,1,1
2507052,39121,2,1
2507052,45628,3,1
2507052,39275,4,1
2507052,4920,5,1
2507052,37602,6,1
2507052,31683,7,1
2507052,40852,8,1
2507052,45537,9,1
2507052,30391,10,1
1396119,10895,1,1
1396119,45628,2,1
1396119,4920,3,1
1396119,17638,4,1
1396119,40852,5,1
1396119,43967,6,1
1396119,30391,7,1
565870,21137,1,1
565870,45628,2,1
565870,4920,3,1
565870,37602,4,1
565870,31683,5,1
565870,17638,6,1
565870,40852,7,1
565870,13198,8,1
565870,42803,9,1
3239072,39121,1,1
3239072,17638,2,1
3239072,40852,3,1
3239072,31343,4,1
1175028,21137,1,1
1175028,39275,2,1
1175028,37602,3,1
1175028,8277,4,0
1175028,17638,5,1
1175028,40852,6,1
1175028,13198,7,1
1175028,43967,8,1
1175028,30391,9,1
3060817,21137,1,1
3060817,37602,2,1
3060817,40852,3,1
3060817,30391,4,1
3120740,32177,1,0
3120740,33740,2,0
3120740,8277,3,1
3120740,21137,4,1
3120740,4920,5,1
3120740,22742,6,0
3120740,29602,7,0
3120740,13176,8,0
3120740,46969,9,0
3120740,21298,10,0
2425840,37602,1,1
2425840,40852,2,1
2425840,21137,3,1
2425840,17638,4,1
2425840,42265,5,0
2425840,22000,6,0
2425840,35333,7,0
2425840,10504,8,0
2425840,45066,9,1
2425840,4920,10,1
2425840,43352,11,0
2425840,25199,12,0
2425840,12196,13,0
2425840,15592,14,0
2425840,18382,15,0
2425840,23712,16,0
2425840,4945,17,0
23391,13198,1,1
23391,42803,2,1
23391,8277,3,1
23391,37602,4,1
23391,40852,5,1
23391,4920,6,1
23391,4945,7,1
23391,17638,8,1
23391,11520,9,0
23391,32177,10,1
23391,27344,11,0
2984707,35333,1,1
2984707,44661,2,0
2984707,26209,3,0
2984707,27156,4,0
2984707,8518,5,1
2984707,31717,6,0
2984707,29894,7,0
2984707,22000,8,1
2984707,23516,9,0
2984707,4945,10,1
2984707,47623,11,0
2984707,18880,12,0
2984707,45066,13,1
369015,47272,1,1
369015,37999,2,1
369015,21137,3,1
369015,12196,4,1
369015,23712,5,1
2452257,47272,1,1
2452257,29993,2,1
2452257,31683,3,1
2452257,27690,4,1
2452257,9598,5,1
2452257,13198,6,1
2452257,30391,7,1
2452257,37602,8,1
2452257,21137,9,1
2452257,40852,10,1
2452257,15592,11,1
2452257,32177,12,1
600894,21903,1,0
600894,28985,2,0
600894,6473,3,0
600894,39110,4,0
600894,39812,5,0
600894,20920,6,0
600894,32030,7,0
600894,24838,8,0
600894,2078,9,0
600894,651,10,0
600894,16349,11,0
600894,49533,12,0
600894,17794,13,0
600894,23400,14,0
600894,1529,15,0
600894,6141,16,0
600894,44099,17,0
600894,23165,18,0
600894,34190,19,0
600894,9839,20,0
600894,14992,21,0
2979257,9839,1,1
2979257,14992,2,1
2979257,26882,3,0
2979257,2078,4,1
2979257,42736,5,0
2979257,18531,6,0
2979257,17794,7,1
2979257,32197,8,0
2979257,11136,9,0
2979257,34358,10,0
2979257,23165,11,1
2979257,21903,12,1
2979257,28985,13,1
2979257,32030,14,1
2979257,43295,15,0
2570360,23165,1,1
2570360,2078,2,1
2570360,4799,3,0
2570360,33640,4,0
2570360,10644,5,0
2570360,41540,6,0
2570360,15143,7,0
2570360,34358,8,1
2570360,15937,9,0
2570360,17794,10,1
2570360,8193,11,0
2570360,18479,12,0
2570360,18531,13,1
280530,27973,1,0
280530,481,2,0
280530,27966,3,0
280530,33754,4,0
280530,4957,5,0
280530,13351,6,0
280530,40571,7,0
280530,38159,8,0
280530,38277,9,0
280530,5194,10,0
280530,5002,11,0
280530,13740,12,0
280530,26790,13,0
280530,6489,14,0
280530,16154,15,0
280530,27690,16,0
280530,45045,17,0
280530,19627,18,0
280530,43875,19,0
280530,45767,20,0
280530,47167,21,0
280530,16018,22,0
280530,8952,23,0
280530,7952,24,0
280530,311,25,0
280530,21108,26,0
280530,11790,27,0
280530,23592,28,0
280530,42828,29,0
280530,31066,30,0
2762092,24341,1,0
2762092,38159,2,1
2762092,27966,3,1
2762092,18926,4,0
2762092,4957,5,1
2762092,26604,6,0
2762092,8834,7,0
2762092,33787,8,0
2762092,27973,9,1
2762092,30252,10,0
2762092,29594,11,0
1830137,8834,1,1
1830137,30252,2,1
1830137,24341,3,1
1830137,27973,4,1
1830137,29594,5,1
1830137,18926,6,1
1830137,45767,7,1
1830137,6489,8,1
1830137,33754,9,1
1830137,40571,10,1
1830137,42828,11,1
1830137,481,12,1
1830137,26604,13,1
1830137,17600,14,0
1830137,2732,15,0
1830137,12075,16,0
1830137,27596,17,0
1830137,10132,18,0
1830137,24954,19,0
1830137,1559,20,0
1830137,8467,21,0
1830137,30967,22,0
1830137,24952,23,0
1830137,34448,24,0
1830137,39409,25,0
1830137,20899,26,0
1830137,21462,27,0
1830137,41844,28,0
1830137,23765,29,0
1830137,42347,30,0
1830137,38277,31,1
1830137,38988,32,0
1830137,27555,33,0
1830137,3634,34,0
1830137,38777,35,0
1224907,46979,1,0
1224907,24852,2,0
1224907,27104,3,0
1224907,16797,4,0
1224907,31717,5,0
68288,46979,1,1
68288,47380,2,0
68288,20995,3,0
68288,43014,4,0
68288,15011,5,0
68288,27156,6,0
68288,13512,7,0
68288,40604,8,0
68288,13198,9,0
68288,9339,10,0
68288,5646,11,0
68288,28986,12,0
68288,27104,13,1
68288,41220,14,0
68288,22825,15,0
68288,34358,16,0
68288,44910,17,0
68288,15290,18,0
68288,14992,19,0
68288,36695,20,0
68288,47042,21,0
68288,23165,22,0
68288,15937,23,0
68288,25931,24,0
68288,5818,25,0
68288,1529,26,0
68288,32537,27,0
68288,11782,28,0
68288,30489,29,0
68288,36735,30,0
68288,18441,31,0
68288,15392,32,0
68288,7632,33,0
68288,32299,34,0
68288,48204,35,0
68288,28535,36,0
68288,34128,37,0
68288,8988,38,0
68288,13212,39,0
68288,7746,40,0
68288,35973,41,0
68288,35725,42,0
68288,45664,43,0
68288,16857,44,0
68288,31506,45,0
68288,47526,46,0
2115522,47380,1,1
2115522,5769,2,0
2115522,13629,3,0
2115522,40706,4,0
2115522,45007,5,0
2115522,44359,6,0
2115522,17794,7,0
2115522,19678,8,0
2115522,5450,9,0
2115522,26940,10,0
2115522,48775,11,0
2115522,21174,12,0
2115522,18656,13,0
2115522,30305,14,0
2115522,37687,15,0
2115522,43352,16,0
2115522,26209,17,0
2115522,47626,18,0
2115522,16797,19,1
2115522,4920,20,0
2115522,39877,21,0
2115522,47788,22,0
2115522,34126,23,0
2115522,28842,24,0
2115522,21833,25,0
2115522,42342,26,0
2115522,28928,27,0
2115522,28535,28,1
2115522,30489,29,1
2115522,11068,30,0
2115522,47526,31,1
2115522,42736,32,0
2115522,13083,33,0
83395,30489,1,1
83395,47591,2,0
83395,24184,3,0
83395,260,4,0
83395,9339,5,1
83395,38293,6,0
83395,17828,7,0
83395,9871,8,0
83395,46979,9,1
83395,28535,10,1
83395,47526,11,1
83395,19019,12,0
83395,23879,13,0
83395,40604,14,1
83395,22035,15,0
83395,36865,16,0
83395,31506,17,1
83395,13829,18,0
83395,23541,19,0
83395,28842,20,1
83395,42625,21,0
83395,1529,22,1
83395,20920,23,0
83395,42647,24,0
83395,25931,25,1
83395,20632,26,0
83395,40706,27,1
83395,47042,28,1
83395,16797,29,1
83395,16185,30,0
1353310,30489,1,1
1353310,47591,2,1
1353310,24184,3,1
1353310,260,4,1
1353310,9339,5,1
1353310,17828,6,1
1353310,9871,7,1
1353310,46979,8,1
1353310,28535,9,1
1353310,47526,10,1
1353310,19019,11,1
1353310,23879,12,1
1353310,40604,13,1
1353310,22035,14,1
1353310,36865,15,1
1353310,31506,16,1
1353310,13829,17,1
1353310,23541,18,1
1353310,28842,19,1
1353310,42625,20,1
1353310,1529,21,1
1353310,20920,22,1
1353310,42647,23,1
1353310,25931,24,1
1353310,20632,25,1
1353310,40706,26,1
1353310,47042,27,1
1353310,16797,28,1
1353310,16185,29,1
2411567,47912,1,0
2411567,8309,2,0
2411567,28465,3,0
2411567,42585,4,0
2411567,36070,5,0
2411567,2002,6,0
2411567,16869,7,0
2411567,35765,8,0
2411567,35738,9,0
2411567,18987,10,0
2411567,10644,11,0
2411567,38456,12,0
2411567,35640,13,0
1170872,47601,1,0
1170872,18465,2,0
1170872,35640,3,1
1170872,35948,4,0
1170872,8670,5,0
1170872,14947,6,0
1170872,42585,7,1
1170872,41290,8,0
1170872,34658,9,0
1170872,33731,10,0
1170872,27959,11,0
1170872,36070,12,1
1170872,23400,13,0
2840752,41290,1,1
2840752,14947,2,1
2840752,35948,3,1
2840752,27959,4,1
2840752,8197,5,0
2840752,8670,6,1
2840752,33731,7,1
2840752,35640,8,1
2840752,33572,9,0
2840752,42585,10,1
2840752,16869,11,1
2840752,34658,12,1
2840752,8309,13,1
2840752,38456,14,1
2840752,19543,15,0
1611810,35948,1,1
1611810,8309,2,1
1611810,8670,3,1
1611810,5605,4,0
1611810,95,5,0
1611810,19769,6,0
1611810,14947,7,1
1611810,12384,8,0
1611810,28465,9,1
1611810,26209,10,0
2921164,38970,1,0
2921164,10644,2,1
2921164,42736,3,0
2921164,27451,4,0
2921164,20383,5,0
2921164,30855,6,0
2921164,44632,7,0
2921164,43352,8,0
2921164,44987,9,0
2921164,27959,10,1
2921164,35948,11,1
790927,8230,1,0
790927,30480,2,0
790927,22950,3,0
790927,34551,4,0
790927,44632,5,1
790927,15261,6,0
790927,33037,7,0
790927,20383,8,1
790927,35321,9,0
790927,27959,10,1
790927,40738,11,0
790927,41319,12,0
790927,28465,13,1
790927,8309,14,1
790927,14947,15,1
790927,34658,16,1
790927,40055,17,0
1468214,24799,1,0
1468214,17706,2,0
1468214,33572,3,1
1468214,27959,4,1
1468214,48697,5,0
1468214,49374,6,0
1468214,8309,7,1
1468214,30563,8,0
1468214,5989,9,0
1468214,41909,10,0
1468214,17794,11,0
1468214,13176,12,0
1468214,4799,13,0
1468214,33021,14,0
1468214,21040,15,0
1483446,17159,1,0
1483446,21616,2,0
1483446,40377,3,0
1247527,13176,1,0
1247527,10863,2,0
1247527,17766,3,0
1247527,7076,4,0
1247527,28134,5,0
1247527,46157,6,0
1247527,20350,7,0
1247527,48835,8,0
1247527,33761,9,0
1247527,28985,10,0
1247527,5876,11,0
1247527,34358,12,0
1247527,11845,13,0
1247527,21198,14,0
1247527,27243,15,0
1247527,12206,16,0
1247527,14992,17,0
1916106,5746,1,0
1916106,47672,2,0
1916106,8239,3,0
1916106,38164,4,0
1916106,42450,5,0
1916106,12872,6,0
1916106,44683,7,0
1916106,10863,8,1
1916106,7076,9,1
1916106,20350,10,1
1916106,16589,11,0
1916106,34216,12,0
1057378,13176,1,1
1057378,14992,2,1
1057378,42736,3,0
1057378,21616,4,1
1057378,19895,5,0
1057378,18761,6,0
1057378,45056,7,0
1057378,37646,8,0
1057378,38693,9,0
1057378,47144,10,0
1057378,8239,11,1
1057378,44661,12,0
1057378,22935,13,0
1057378,35345,14,0
1057378,12797,15,0
1057378,10978,16,0
1057378,33443,17,0
1057378,28342,18,0
1057378,20144,19,0
1057378,5746,20,1
221248,13176,1,1
221248,14992,2,1
221248,44422,3,0
221248,11520,4,0
221248,31506,5,0
221248,22959,6,0
221248,7120,7,0
221248,37687,8,0
221248,19006,9,0
221248,39667,10,0
221248,17794,11,0
221248,28134,12,1
221248,10863,13,1
221248,7076,14,1
221248,30489,15,0
221248,49683,16,0
221248,24390,17,0
221248,47509,18,0
221248,34243,19,0
221248,48364,20,0
221248,16185,21,0
221248,248,22,0
2618231,32850,1,0
2618231,44142,2,0
2618231,32446,3,0
2618231,4210,4,0
2618231,27086,5,0
2560699,4210,1,1
2560699,27086,2,1
2560699,1689,3,0
2560699,27435,4,0
2288946,4210,1,1
2288946,27086,2,1
2288946,27435,3,1
2288946,1689,4,1
2288946,19474,5,0
2288946,7099,6,0
2288946,32446,7,1
2288946,33735,8,0
2288946,19934,9,0
19256,27086,1,1
19256,27435,2,1
19256,41480,3,0
19256,31372,4,0
19256,33735,5,1
1378982,33735,1,1
1378982,27435,2,1
1378982,1689,3,1
1378982,27086,4,1
1378982,4210,5,1
1378982,5652,6,0
2363981,4210,1,1
2363981,27086,2,1
2363981,27435,3,1
2363981,1689,4,1
2363981,31134,5,0
2363981,41351,6,0
2363981,42125,7,0
1906169,33735,1,1
1906169,1689,2,1
1906169,27435,3,1
1906169,4210,4,1
1906169,27086,5,1
1906169,37385,6,0
1906169,18168,7,0
1906169,42248,8,0
1906169,5618,9,0
1906169,5652,10,1
1757094,27435,1,1
1757094,4210,2,1
1757094,27086,3,1
1757094,5652,4,1
1757094,25134,5,0
519471,33735,1,1
519471,25134,2,1
519471,27086,3,1
519471,43086,4,0
519471,4210,5,1
2298068,42248,1,1
2298068,4210,2,1
2298068,27086,3,1
2298068,43086,4,1
2298068,5652,5,1
2298068,18168,6,1
2298068,29334,7,0
2298068,25134,8,1
2298068,5618,9,1
1472646,4210,1,1
1472646,27086,2,1
1472646,27435,3,1
1472646,25134,4,1
1472646,43086,5,1
1472646,5025,6,0
1472646,41351,7,1
1472646,5991,8,0
1789302,27435,1,1
1789302,27086,2,1
1789302,4210,3,1
1789302,43086,4,1
1789302,34382,5,0
1789302,41926,6,0
1789302,14197,7,0
1789302,42248,8,1
2906263,5818,1,0
2906263,5077,2,0
2906263,44813,3,0
2906263,8670,4,0
2906263,29509,5,0
3206747,23803,1,0
3206747,7877,2,0
3206747,29509,3,1
3206747,49481,4,0
3206747,48566,5,0
1366559,29509,1,1
1366559,23360,2,0
1366559,23803,3,1
1385564,23803,1,1
1385564,44212,2,0
1385564,29509,3,1
1385564,23819,4,0
1385564,34234,5,0
1385564,17923,6,0
1385564,33086,7,0
1385564,239,8,0
1385564,30295,9,0
1385564,4893,10,0
1385564,49481,11,1
1385564,46454,12,0
1385564,16776,13,0
1385564,9239,14,0
1385564,12232,15,0
1385564,21689,16,0
1385564,45066,17,0
1385564,27135,18,0
1385564,32115,19,0
1385564,33041,20,0
1385564,27012,21,0
1385564,15078,22,0
1385564,48190,23,0
1385564,34827,24,0
1385564,11703,25,0
1385564,46547,26,0
1385564,5818,27,1
1691859,11131,1,0
1691859,40348,2,0
1691859,39545,3,0
1691859,23803,4,1
1691859,29509,5,1
1691859,17556,6,0
1691859,44212,7,1
1691859,22849,8,0
1691859,29382,9,0
1691859,2927,10,0
1691859,14875,11,0
1691859,32428,12,0
1691859,35264,13,0
1691859,40286,14,0
1691859,1958,15,0
1691859,32115,16,1
1691859,48572,17,0
1691859,12358,18,0
1691859,8744,19,0
1691859,40478,20,0
1691859,9774,21,0
1691859,12448,22,0
1691859,5782,23,0
2127409,9477,1,0
2127409,15358,2,0
2127409,13145,3,0
2127409,16776,4,1
2127409,40925,5,0
2127409,23803,6,1
2127409,11131,7,1
2127409,7239,8,0
2127409,19750,9,0
2127409,12232,10,1
2127409,17556,11,1
2127409,24970,12,0
2127409,14613,13,0
2127409,41787,14,0
2127409,48101,15,0
2127409,43863,16,0
2127409,8744,17,1
2127409,29509,18,1
2127409,11418,19,0
2127409,35264,20,1
2127409,17923,21,1
2127409,37725,22,0
2127409,4497,23,0
2127409,10568,24,0
2127409,32476,25,0
2127409,44799,26,0
2127409,13525,27,0
2127409,1261,28,0
2505309,40540,1,0
2505309,37266,2,0
2505309,26209,3,0
2505309,831,4,0
2505309,29509,5,1
2505309,23803,6,1
2505309,16776,7,1
2505309,44799,8,1
2505309,46547,9,1
2505309,30517,10,0
2505309,34229,11,0
2505309,40330,12,0
2505309,12323,13,0
2505309,28601,14,0
2505309,40162,15,0
2505309,12496,16,0
2505309,45407,17,0
2505309,7751,18,0
2505309,5595,19,0
2505309,12432,20,0
2505309,11348,21,0
2505309,8744,22,1
2505309,4210,23,0
3067644,12703,1,0
3067644,15673,2,0
3067644,31717,3,0
3067644,44799,4,1
3067644,8193,5,0
3067644,29509,6,1
3067644,23803,7,1
3067644,45407,8,1
3067644,25309,9,0
3067644,13159,10,0
3067644,8744,11,1
3067644,39545,12,1
3067644,37266,13,1
3067644,29382,14,1
3067644,33360,15,0
3067644,10549,16,0
3067644,24622,17,0
3067644,32158,18,0
2109666,12703,1,1
2109666,19585,2,0
2109666,38342,3,0
2109666,24622,4,1
2109666,19003,5,0
2109666,4489,6,0
2109666,4759,7,0
2109666,22337,8,0
2109666,9076,9,0
2109666,8744,10,1
2109666,29509,11,1
2109666,39545,12,1
2109666,43127,13,0
2109666,47117,14,0
2109666,35416,15,0
2109666,15172,16,0
2109666,19307,17,0
2109666,2138,18,0
2109666,10321,19,0
2109666,28601,20,1
2109666,5077,21,1
2109666,23803,22,1
2109666,32051,23,0
2109666,12168,24,0
2109666,33689,25,0
2109666,23271,26,0
2109666,15078,27,1
2109666,12232,28,1
2109666,11418,29,1
2109666,45099,30,0
1625325,32428,1,1
1625325,45519,2,0
1625325,29509,3,1
1625325,22179,4,0
1625325,18439,5,0
1625325,18069,6,0
